29-Cu-65(n,&gamma;) ENDF/B-VII.1
34350.8,0.109437
34353.2,0.0902266
34356.2,0.0748216
34359.4,0.0631697
34363.5,0.0531619
34368.4,0.0449895
34374.8,0.0379241
34377.9,0.0355822
34381.1,0.0345145
34382.7,0.0352472
34384.3,0.0380326
34385.3,0.0419125
34386.4,0.0483275
34387.4,0.0583004
34388.4,0.0708614
34389.4,0.089813
34390.5,0.117544
34391.7,0.157293
34393.4,0.225871
34396.6,0.375784
34398.3,0.432486
34399.9,0.452094
34400.0,0.452145
34401.3,0.438642
34402.8,0.398075
34405.0,0.297409
34407.5,0.183089
34408.8,0.131797
34409.9,0.0985765
34411.0,0.075012
34411.9,0.0587332
34412.8,0.0466124
34413.7,0.037849
34414.6,0.0316788
34415.7,0.0268664
34416.8,0.0237441
34418.5,0.0211168
34420.1,0.0197559
34424.6,0.0180728
34434.6,0.0160839
34451.4,0.0140569
34471.5,0.012405
34498.1,0.0110946
34518.0,0.010549
34553.5,0.0102357
34603.1,0.0111338
34611.0,0.0116554
34616.0,0.0123736
34618.0,0.0130796
34619.5,0.0141607
34620.8,0.0158436
34621.8,0.0181002
34622.8,0.0216426
34623.6,0.0262765
34624.4,0.0320654
34625.2,0.0398647
34626.0,0.0501551
34626.8,0.0634317
34627.7,0.0839573
34628.8,0.114506
34630.0,0.15774
34631.8,0.237051
34634.8,0.379632
34636.5,0.436611
34638.0,0.453714
34639.4,0.439388
34641.0,0.389397
34643.4,0.27801
34645.6,0.176511
34646.9,0.12584
34648.0,0.0920177
34648.9,0.0710787
34649.8,0.0547804
34650.7,0.0424817
34651.6,0.0334745
34652.4,0.0270587
34653.3,0.0226075
34654.3,0.0192519
34655.3,0.017158
34656.9,0.015444
34658.4,0.0146453
34661.4,0.0140931
34663.4,0.0139905
34674.9,0.0142096
34698.0,0.0157629
34726.8,0.0187771
34755.6,0.0231476
34781.5,0.0287177
34804.6,0.0355091
34827.6,0.0446395
34852.4,0.057647
34906.8,0.0932251
34925.2,0.100488
34934.5,0.101555
34952.9,0.0979844
34976.4,0.0850046
35019.3,0.0562583
35043.7,0.0435016
35066.5,0.0344642
35092.1,0.02699
35118.1,0.0215009
35144.0,0.0174792
35172.8,0.0141995
35207.4,0.011386
35241.9,0.00940296
35276.5,0.0080053
35311.1,0.00707274
35345.7,0.00661452
35354.9,0.00659685
35372.2,0.00674471
35389.4,0.00727046
35401.0,0.00800416
35411.3,0.00915171
35420.0,0.0107121
35426.9,0.0126985
35432.2,0.0150146
35437.3,0.0182552
35441.3,0.0220861
35444.8,0.0268487
35447.6,0.0325315
35450.2,0.0398442
35452.4,0.0485739
35454.3,0.0598523
35456.1,0.0743411
35457.6,0.0925034
35458.9,0.114122
35460.2,0.143592
35461.4,0.181836
35462.6,0.229602
35463.9,0.298019
35465.4,0.395457
35467.2,0.548379
35471.8,0.988258
35473.4,1.10501
35475.1,1.158
35475.5,1.15948
35477.3,1.11369
35479.4,0.97103
35484.4,0.485087
35486.1,0.357449
35487.5,0.268267
35488.8,0.208822
35490.0,0.163434
35491.4,0.126964
35492.7,0.102387
35493.9,0.0841625
35495.5,0.067603
35497.3,0.0544908
35499.1,0.0452238
35501.5,0.0365896
35504.1,0.0300109
35507.1,0.0245885
35510.6,0.0202128
35514.6,0.0166179
35519.0,0.0138285
35524.4,0.0114326
35530.7,0.00949153
35538.3,0.0078928
35545.8,0.00677671
35555.2,0.00579916
35568.2,0.00488315
35585.4,0.00409404
35605.6,0.00349995
35630.8,0.00301186
35666.1,0.00256604
35717.9,0.00214894
35775.5,0.0018438
35856.2,0.00155523
35933.2,0.00136906
36026.2,0.00121629
36086.1,0.00117114
36127.1,0.00121001
36143.9,0.0012802
36156.7,0.00139539
36165.2,0.00154837
36171.6,0.00175119
36176.5,0.00201822
36180.1,0.00232602
36183.0,0.00271557
36184.8,0.00309816
36186.3,0.00362712
36187.5,0.0042815
36188.5,0.00512348
36189.4,0.00625796
36190.2,0.0077201
36190.9,0.00949856
36191.7,0.0120458
36192.4,0.0151652
36193.1,0.0197485
36193.8,0.0258737
36194.6,0.0339426
36195.4,0.0454788
36196.2,0.0609274
36197.1,0.0824599
36198.1,0.112724
36199.2,0.158044
36200.7,0.229844
36204.8,0.457536
36206.4,0.519369
36208.0,0.542031
36208.0,0.542018
36209.6,0.520925
36211.3,0.455163
36215.8,0.204325
36217.1,0.146693
36218.1,0.105981
36219.1,0.0783404
36219.9,0.0595649
36220.7,0.044792
36221.4,0.0346813
36222.1,0.0267755
36222.9,0.0203509
36223.6,0.0158055
36224.3,0.0123947
36225.0,0.00986161
36225.7,0.0078188
36226.5,0.00636889
36227.4,0.00520662
36228.3,0.0044488
36229.5,0.00373309
36230.8,0.00327268
36232.7,0.00280682
36235.2,0.00244524
36238.4,0.00214069
36242.7,0.0018848
36248.0,0.00169349
36255.7,0.00155126
36265.6,0.00149195
36276.5,0.0015453
36283.8,0.00166146
36289.2,0.00181899
36294.6,0.00208071
36298.9,0.00241493
36302.4,0.00285736
36304.9,0.00334146
36306.7,0.00388984
36307.9,0.00439653
36309.0,0.00513854
36309.9,0.0060574
36310.9,0.00741893
36311.6,0.00899056
36312.4,0.0111838
36313.0,0.0136597
36313.6,0.0169141
36314.2,0.0211662
36314.9,0.0266809
36315.5,0.0337655
36316.2,0.0441407
36316.9,0.0580109
36317.7,0.0757769
36318.5,0.101737
36319.3,0.134642
36320.3,0.185507
36321.5,0.258557
36323.1,0.382648
36326.5,0.675376
36328.2,0.778626
36329.8,0.819682
36330.0,0.820296
36331.5,0.790254
36333.0,0.70753
36335.3,0.515663
36337.7,0.313294
36339.1,0.218546
36340.1,0.161026
36341.0,0.120471
36341.8,0.0904687
36342.7,0.0670432
36343.4,0.0511564
36344.1,0.0385472
36344.8,0.0304213
36345.4,0.0240595
36346.0,0.0191287
36346.6,0.0153382
36347.3,0.0124453
36348.0,0.0098766
36348.8,0.00803504
36349.5,0.0067126
36350.5,0.00555936
36351.6,0.00464504
36352.9,0.00395519
36354.6,0.00337692
36356.9,0.00286695
36359.9,0.00244473
36363.4,0.00210197
36368.2,0.00179075
36373.0,0.00158565
36380.3,0.00138651
36388.6,0.00124315
36400.6,0.00111696
36418.5,0.0010149
36445.1,9.33168E-4
36508.8,8.5484E-4
36593.8,8.17779E-4
36646.1,8.12558E-4
36770.2,8.43443E-4
36848.6,9.08331E-4
36907.4,0.00100256
36956.4,0.00113893
36995.6,0.00132061
37025.0,0.00153392
37049.5,0.0018031
37069.1,0.00211868
37086.2,0.00251507
37100.9,0.00299853
37114.8,0.0036516
37126.3,0.00441658
37136.1,0.00532871
37145.2,0.00652289
37153.4,0.00802683
37160.2,0.00978934
37166.9,0.0121672
37172.7,0.0151599
37177.9,0.0188575
37182.5,0.0234926
37186.5,0.0291978
37189.7,0.0356347
37192.9,0.0441731
37195.7,0.0548354
37198.3,0.0684112
37200.7,0.0861909
37202.7,0.106394
37204.7,0.133441
37206.6,0.168568
37208.8,0.219369
37211.4,0.299794
37217.3,0.505346
37219.4,0.554446
37221.7,0.573458
37223.6,0.557965
37226.1,0.499222
37233.0,0.262781
37235.4,0.195633
37237.5,0.151991
37239.5,0.120857
37241.6,0.0957463
37243.9,0.0760939
37246.3,0.0611555
37248.8,0.049598
37251.5,0.0407294
37255.0,0.0325702
37258.9,0.0259899
37262.9,0.0211865
37267.5,0.0172115
37272.9,0.0138134
37278.7,0.0112736
37285.0,0.00922594
37292.9,0.00743103
37301.0,0.00611582
37310.7,0.00499172
37321.0,0.00414046
37333.3,0.00342295
37347.6,0.00283818
37361.5,0.00243494
37381.1,0.00203729
37405.6,0.00171078
37430.1,0.00149604
37459.5,0.0013243
37498.7,0.00118033
37547.7,0.00107793
37606.5,0.00101846
37658.7,0.0010029
37717.5,0.00102686
37756.7,0.00108998
37779.6,0.0011659
37794.3,0.00126101
37809.0,0.00143242
37818.0,0.00162073
37825.5,0.00188505
37830.8,0.00217934
37835.4,0.00258297
37839.0,0.0030677
37841.4,0.00354555
37843.3,0.00410737
37844.8,0.0047439
37846.1,0.00558219
37847.3,0.00667903
37848.2,0.0080415
37849.0,0.00969455
37849.7,0.0116955
37850.4,0.0143943
37851.1,0.0180252
37851.8,0.0228845
37852.5,0.029333
37853.2,0.0373248
37853.9,0.0487984
37854.6,0.0636716
37855.5,0.0857249
37856.3,0.114184
37857.2,0.153938
37858.2,0.207046
37859.5,0.294141
37861.3,0.443285
37864.4,0.729187
37866.2,0.84664
37867.8,0.88937
37868.0,0.889714
37869.6,0.854422
37871.2,0.757398
37874.0,0.511387
37876.0,0.329489
37877.4,0.231044
37878.5,0.166108
37879.5,0.121474
37880.3,0.0914616
37881.2,0.0680836
37881.9,0.052021
37882.7,0.0392978
37883.4,0.0304837
37884.1,0.0237609
37884.7,0.0191333
37885.4,0.0152249
37886.1,0.0123172
37886.9,0.0100384
37887.6,0.00838022
37888.5,0.00691704
37889.7,0.00574538
37890.8,0.00496281
37892.3,0.00426179
37894.5,0.0035963
37897.5,0.00300864
37901.2,0.0025501
37905.0,0.00222585
37910.2,0.00193085
37918.1,0.00166172
37927.0,0.00148758
37938.1,0.00136139
37952.9,0.00126597
37982.5,0.00118875
38017.6,0.0011662
38151.1,0.00126375
38266.8,0.00146339
38305.3,0.0015776
38337.4,0.00176202
38353.5,0.00195596
38362.2,0.00213475
38370.4,0.00242724
38375.8,0.0027588
38380.5,0.00322286
38383.7,0.00374551
38385.9,0.00434068
38387.5,0.00503707
38388.8,0.00593751
38389.8,0.00705985
38390.7,0.00843918
38391.6,0.0104286
38392.3,0.0129667
38393.1,0.0164893
38393.8,0.0207238
38394.4,0.0259108
38395.1,0.0325721
38395.8,0.042978
38396.6,0.0566237
38397.4,0.0742008
38398.3,0.100617
38399.2,0.137998
38400.3,0.187477
38401.5,0.262024
38403.2,0.384636
38406.6,0.655672
38408.3,0.749877
38409.9,0.784064
38410.0,0.784137
38411.5,0.75598
38413.1,0.678365
38415.6,0.488211
38417.9,0.301642
38419.2,0.215668
38420.3,0.158071
38421.3,0.116327
38422.2,0.0867729
38423.0,0.0661321
38423.7,0.0512154
38424.5,0.0386038
38425.1,0.0305088
38425.8,0.0241944
38426.4,0.0193203
38427.1,0.0155932
38427.8,0.0127624
38428.5,0.0102639
38429.3,0.00848545
38430.2,0.00704307
38431.3,0.00594563
38432.6,0.00507159
38434.2,0.00442052
38436.5,0.00382434
38439.7,0.00333638
38443.7,0.00295513
38448.5,0.00266776
38454.9,0.00243372
38461.3,0.00229364
38478.2,0.00211863
38506.4,0.00205888
38574.2,0.00218915
38672.0,0.00256868
38777.3,0.00316349
38871.4,0.00391891
38950.4,0.00480195
39029.4,0.00603179
39097.1,0.00750695
39153.6,0.00918322
39210.0,0.0114621
39260.8,0.0142644
39311.6,0.0181052
39356.7,0.0227514
39401.9,0.0289698
39452.7,0.0382695
39534.3,0.0576121
39564.4,0.0658935
39576.1,0.0708957
39582.3,0.0758305
39585.4,0.0807374
39588.0,0.0892953
39589.6,0.0998288
39591.1,0.116014
39592.4,0.138146
39593.6,0.166628
39594.8,0.205508
39596.2,0.268251
39597.9,0.364741
39600.7,0.572283
39603.2,0.745722
39604.9,0.820569
39606.0,0.835419
39607.7,0.80923
39609.3,0.727146
39611.9,0.533581
39614.4,0.347178
39615.8,0.255171
39617.1,0.193177
39618.1,0.153325
39619.2,0.123117
39620.2,0.101047
39621.3,0.0854748
39622.3,0.0748415
39623.6,0.066718
39625.3,0.0608597
39627.6,0.0574969
39632.2,0.0559707
39663.7,0.0532621
39714.0,0.0442916
39784.5,0.0310338
39834.0,0.0239164
39881.9,0.0188014
39932.2,0.0148504
39982.6,0.0119669
40039.6,0.00960372
40090.0,0.00812399
40123.9,0.00741502
40155.4,0.00707762
40169.0,0.00731531
40175.9,0.00771773
40180.4,0.0082384
40183.8,0.00893295
40186.1,0.00975497
40187.8,0.0108387
40189.2,0.012405
40190.4,0.014471
40191.4,0.0172669
40192.2,0.0208252
40193.1,0.0259605
40193.9,0.0321693
40194.6,0.0404762
40195.4,0.0514489
40196.2,0.0657265
40197.0,0.0869799
40197.9,0.114518
40198.9,0.153234
40200.0,0.211687
40201.2,0.29062
40203.0,0.430353
40206.2,0.705907
40208.1,0.826977
40209.8,0.871145
40210.0,0.871855
40211.5,0.843323
40213.0,0.763465
40215.4,0.574582
40218.1,0.340273
40219.6,0.237249
40220.7,0.173686
40221.7,0.127878
40222.6,0.0967636
40223.5,0.0726413
40224.3,0.0557168
40225.2,0.0428682
40225.9,0.0340366
40226.6,0.0273545
40227.5,0.0216554
40228.4,0.0176371
40229.1,0.0151641
40230.1,0.0128467
40231.4,0.0109859
40232.9,0.00963567
40234.6,0.00866731
40237.0,0.00787979
40241.8,0.00696803
40246.6,0.00642429
40256.1,0.00578879
40272.0,0.00523946
40296.8,0.00479634
40336.0,0.00432766
40379.3,0.00398068
40439.4,0.00368316
40499.5,0.00356981
40549.6,0.00366415
40583.4,0.00389186
40606.0,0.00417518
40628.5,0.00464646
40644.8,0.00519159
40659.8,0.00597043
40672.3,0.00697788
40682.4,0.00820865
40691.1,0.00983777
40697.4,0.0115388
40703.0,0.0137061
40708.5,0.0167626
40713.0,0.0203876
40716.7,0.0247522
40719.9,0.0300924
40722.4,0.0361437
40724.7,0.0435804
40726.6,0.0522426
40728.2,0.0626451
40729.8,0.0766015
40731.2,0.094163
40732.5,0.116145
40733.7,0.145208
40735.0,0.184269
40736.3,0.24057
40737.7,0.316975
40739.1,0.421389
40741.0,0.58808
40746.0,1.13576
40747.8,1.27904
40749.7,1.34886
40750.0,1.35
40751.9,1.29846
40753.9,1.14305
40759.3,0.564715
40761.1,0.40428
40762.6,0.300971
40763.9,0.231491
40765.0,0.18545
40766.2,0.147742
40767.4,0.119348
40768.6,0.0980711
40770.1,0.0788003
40771.7,0.0645414
40773.6,0.0526186
40775.6,0.043767
40777.9,0.0367109
40780.7,0.0305025
40783.7,0.0258379
40787.5,0.0217523
40792.0,0.0184299
40797.2,0.0159093
40803.7,0.0138918
40812.4,0.0123571
40821.0,0.0116235
40829.7,0.0114194
40842.5,0.0118308
40855.4,0.0129847
40866.7,0.0146815
40878.0,0.0172001
40889.5,0.0209537
40898.7,0.0252466
40907.8,0.0310867
40915.7,0.0381084
40923.6,0.0476504
40931.3,0.060227
40939.8,0.078521
40957.3,0.124007
40962.2,0.132396
40967.6,0.135809
40973.6,0.131149
40981.2,0.115465
40996.2,0.0760579
41005.0,0.0583629
41012.2,0.0475121
41020.2,0.0388673
41028.1,0.0328323
41035.2,0.0291458
41042.6,0.026881
41049.9,0.0261992
41055.6,0.0270401
41059.9,0.0288069
41064.1,0.0321044
41067.6,0.0367809
41070.5,0.0427104
41073.0,0.0508286
41074.8,0.0600786
41076.3,0.0706759
41077.9,0.0856845
41079.2,0.104136
41080.6,0.131789
41081.9,0.16615
41083.1,0.212169
41084.4,0.27373
41085.9,0.365033
41087.6,0.498137
41090.5,0.77444
41093.1,1.03262
41094.8,1.15304
41096.7,1.21056
41097.0,1.21135
41098.7,1.17119
41100.7,1.04431
41104.3,0.68904
41106.7,0.469574
41108.3,0.347474
41109.6,0.267055
41110.9,0.207037
41112.1,0.1612
41113.4,0.127275
41114.6,0.102663
41116.0,0.0826476
41117.4,0.0681737
41118.8,0.056948
41120.6,0.046948
41122.8,0.0386244
41125.1,0.0324468
41128.0,0.0269123
41131.7,0.0220737
41135.5,0.0185669
41140.8,0.0151528
41146.2,0.0127293
41153.7,0.0104574
41161.8,0.00875252
41172.8,0.0072123
41185.5,0.00600704
41200.0,0.00506185
41219.1,0.00421594
41238.8,0.00361279
41263.0,0.00308994
41298.4,0.0025772
41337.4,0.0022112
41380.2,0.00195581
41414.6,0.00182855
41464.3,0.00175491
41495.9,0.00179106
41529.4,0.00194258
41552.3,0.00216619
41568.1,0.00242025
41583.9,0.00281587
41597.7,0.00336423
41607.8,0.0039598
41616.1,0.00466442
41623.1,0.00547073
41630.7,0.00672643
41637.2,0.00827336
41642.6,0.010088
41647.2,0.0122646
41651.6,0.0152042
41655.0,0.0184207
41658.3,0.0227017
41661.3,0.02825
41663.9,0.0350461
41666.1,0.0432637
41668.1,0.0538948
41669.8,0.0662526
41671.3,0.0816078
41672.7,0.100848
41674.4,0.130196
41675.9,0.166446
41677.5,0.218931
41679.6,0.300163
41682.8,0.465827
41685.7,0.608867
41687.7,0.678028
41689.7,0.703211
41691.6,0.68104
41694.0,0.598491
41699.9,0.299631
41701.9,0.218508
41703.5,0.16742
41705.0,0.130929
41706.5,0.104388
41708.1,0.0825438
41709.6,0.0665087
41711.2,0.0545161
41713.2,0.0436731
41715.2,0.0359266
41717.8,0.028834
41720.8,0.0230745
41723.9,0.0189778
41727.3,0.0155739
41731.3,0.0127069
41736.0,0.0103186
41741.4,0.0083852
41747.3,0.0068658
41754.6,0.00553929
41763.2,0.00448208
41771.8,0.00373367
41781.8,0.00311328
41793.8,0.00259575
41808.1,0.00216825
41825.8,0.00181311
41843.0,0.00157443
41865.9,0.00135412
41894.6,0.00117029
41925.2,0.00103792
41976.9,8.94212E-4
42034.2,7.94805E-4
42118.4,7.05468E-4
42225.5,6.4171E-4
42345.2,6.12774E-4
42359.8,6.12021E-4
42445.7,6.25925E-4
42496.2,6.55378E-4
42546.8,7.16459E-4
42583.4,8.01333E-4
42611.9,9.17084E-4
42628.9,0.00102691
42646.0,0.00119192
42660.2,0.0014029
42672.5,0.00168109
42682.0,0.00199959
42690.2,0.00240113
42696.8,0.00286387
42703.5,0.00352959
42709.0,0.00433865
42713.7,0.0053364
42717.7,0.00652892
42720.9,0.00787551
42723.6,0.00940822
42726.2,0.0114457
42728.5,0.0139649
42730.4,0.0169175
42732.0,0.0204821
42733.6,0.0252818
42735.0,0.0313303
42736.2,0.03847
42737.6,0.0488682
42738.9,0.0629857
42740.1,0.0798187
42741.4,0.103828
42742.9,0.139125
42744.6,0.189068
42750.0,0.376011
42751.8,0.422204
42753.7,0.444588
42754.0,0.44494
42755.9,0.428237
42757.9,0.381811
42763.6,0.181075
42765.4,0.131104
42766.8,0.0988301
42768.2,0.0759656
42769.5,0.0585628
42770.8,0.0456086
42772.1,0.0363853
42773.4,0.0295638
42774.8,0.0238126
42776.4,0.0194514
42778.3,0.015768
42780.6,0.0127203
42783.2,0.0102784
42786.3,0.00831207
42789.7,0.00683426
42793.6,0.00558261
42797.8,0.00466371
42803.3,0.00379553
42809.6,0.0031218
42817.2,0.0025799
42824.8,0.00221346
42835.3,0.00187682
42846.4,0.00165885
42863.0,0.00146787
42879.8,0.00137139
42897.0,0.00134462
42920.0,0.00139039
42942.9,0.00152463
42960.2,0.00169629
42980.3,0.00200796
42996.5,0.00239667
43009.9,0.00286327
43022.4,0.00348649
43032.4,0.00420581
43041.0,0.00506155
43049.3,0.00621459
43056.2,0.00754271
43063.1,0.0094008
43069.2,0.0117556
43074.2,0.0144449
43078.8,0.0178994
43082.7,0.021995
43086.6,0.0275827
43089.9,0.0344913
43093.0,0.043397
43095.7,0.0542916
43098.0,0.0676069
43100.4,0.0852224
43102.8,0.109846
43105.4,0.14429
43108.9,0.203309
43113.8,0.29495
43116.4,0.328734
43118.9,0.340725
43121.4,0.32896
43124.5,0.287756
43131.5,0.15879
43134.3,0.118704
43136.6,0.0932522
43138.9,0.0735877
43141.3,0.0589624
43143.9,0.0471298
43146.6,0.0381887
43149.5,0.0309667
43152.9,0.0250574
43156.9,0.0199974
43160.9,0.0163655
43165.7,0.0132354
43171.1,0.0107249
43177.2,0.00867596
43183.9,0.00707302
43191.5,0.00576317
43200.5,0.00467644
43209.9,0.00387375
43220.5,0.00322448
43233.7,0.00266125
43249.1,0.00221128
43266.4,0.00187273
43283.6,0.00164278
43306.5,0.00144234
43329.5,0.00132165
43352.5,0.00125933
43364.0,0.00125056
43385.0,0.00129191
43392.9,0.00135707
43398.2,0.001448
43401.5,0.00157419
43403.4,0.00174852
43404.7,0.00197402
43405.9,0.00231217
43406.9,0.00276298
43407.7,0.00331025
43408.5,0.00407708
43409.3,0.00513832
43410.1,0.00658608
43410.9,0.008529
43411.7,0.0110916
43412.5,0.0144097
43413.4,0.0194228
43414.3,0.0258638
43415.4,0.034815
43416.6,0.0478295
43418.2,0.0700362
43422.5,0.135631
43424.2,0.154168
43425.9,0.160903
43426.0,0.160909
43427.7,0.154825
43429.3,0.138486
43432.0,0.0982254
43434.3,0.0621721
43435.8,0.0438248
43436.9,0.0323813
43437.9,0.0242241
43438.9,0.0179414
43439.7,0.0137686
43440.5,0.0105192
43441.3,0.00804021
43442.2,0.00618545
43443.0,0.00482294
43443.8,0.00383878
43444.5,0.00321335
43445.4,0.0026989
43446.4,0.0022696
43447.4,0.00199868
43448.7,0.00180147
43450.3,0.00165746
43453.6,0.00153264
43458.6,0.00146025
43467.8,0.00142032
43487.4,0.00145219
43520.2,0.0016401
43547.4,0.00190725
43571.3,0.00226385
43582.7,0.00252318
43585.9,0.00268575
43588.4,0.00297436
43590.0,0.00336088
43591.4,0.00392658
43592.6,0.00465814
43593.8,0.00568901
43595.0,0.00708125
43596.5,0.00938828
43598.3,0.0130649
43602.3,0.0220269
43604.2,0.025035
43606.0,0.026161
43606.0,0.0261593
43607.7,0.0253219
43609.4,0.0228722
43612.9,0.0152217
43615.1,0.0108213
43616.6,0.00833491
43618.0,0.00667485
43619.4,0.00552513
43620.9,0.00478797
43622.3,0.00435431
43623.4,0.00415944
43625.7,0.00401227
43630.2,0.00410763
43643.8,0.00489176
43657.2,0.00602051
43669.0,0.00741527
43679.7,0.009203
43688.8,0.0113002
43697.1,0.0139811
43704.4,0.0171701
43711.3,0.0213506
43717.6,0.0266686
43723.6,0.0336799
43729.0,0.042515
43734.1,0.0539317
43739.2,0.0695818
43744.3,0.0907447
43750.8,0.125359
43758.7,0.168373
43763.2,0.18229
43765.3,0.183941
43768.3,0.180582
43773.1,0.162941
43785.5,0.09439
43790.6,0.0724644
43795.6,0.0560769
43800.7,0.0441175
43805.7,0.0355447
43811.1,0.0286608
43817.5,0.0228521
43823.8,0.0186527
43831.7,0.0148904
43839.6,0.0122197
43848.1,0.0101611
43858.3,0.00843566
43866.8,0.00744606
43876.7,0.00671254
43886.2,0.0064799
43893.0,0.0067478
43897.1,0.00723277
43900.5,0.00800524
43902.5,0.00878906
43904.6,0.0100813
43905.9,0.0114833
43906.9,0.0130265
43908.1,0.0156675
43909.1,0.0190079
43910.0,0.0228791
43910.8,0.0280877
43911.7,0.0350394
43912.5,0.0442146
43913.5,0.0579916
43914.4,0.0749844
43915.4,0.0996861
43916.5,0.135153
43917.8,0.183592
43919.3,0.259559
43922.0,0.421389
43924.6,0.57698
43926.4,0.644407
43927.9,0.664948
43929.7,0.639185
43931.5,0.567399
43934.5,0.382986
43936.9,0.245333
43938.3,0.173259
43939.6,0.125936
43940.7,0.0935534
43941.7,0.0697366
43942.7,0.0530522
43943.6,0.0404281
43944.4,0.0325498
43945.2,0.0258536
43946.1,0.0206844
43947.0,0.0171474
43948.0,0.0139474
43949.0,0.0117074
43950.3,0.00985829
43951.7,0.00842125
43953.6,0.00721649
43956.0,0.00620674
43959.4,0.00527663
43963.6,0.00455008
43968.5,0.00397334
43975.1,0.00347646
43983.4,0.00308219
43995.0,0.00275025
44009.9,0.00252877
44029.7,0.00243852
44049.5,0.0025314
44064.4,0.00273257
44078.5,0.00306285
44090.6,0.00350976
44101.9,0.00413333
44111.5,0.00491022
44120.1,0.00588937
44127.8,0.00713262
44135.0,0.00874863
44141.6,0.0108299
44147.9,0.0136026
44154.1,0.0173508
44160.6,0.0226732
44169.9,0.0326755
44177.6,0.0404764
44183.1,0.0430999
44184.2,0.0431798
44187.5,0.0424786
44193.0,0.0385858
44207.8,0.0227454
44214.0,0.0176359
44220.2,0.0138605
44226.6,0.0110844
44233.3,0.00898834
44240.5,0.00743292
44248.8,0.00621864
44255.6,0.00554298
44264.5,0.00501485
44274.4,0.0048144
44281.8,0.00496282
44289.3,0.00547334
44295.0,0.0062731
44299.2,0.00720282
44302.5,0.00829821
44305.8,0.00990823
44308.3,0.0116751
44310.3,0.0137609
44312.4,0.0167813
44314.1,0.0203075
44315.6,0.0250559
44317.0,0.031049
44318.2,0.0382486
44319.4,0.047922
44320.6,0.0607862
44321.8,0.0781894
44323.2,0.103384
44324.7,0.139728
44326.6,0.196073
44331.6,0.375989
44333.5,0.424618
44335.5,0.445762
44335.7,0.445943
44337.6,0.428939
44339.8,0.373116
44345.2,0.183742
44346.9,0.134217
44348.4,0.0990175
44349.6,0.0776223
44350.7,0.0615654
44351.8,0.049089
44353.0,0.0395289
44354.2,0.0317991
44355.5,0.0258352
44356.9,0.0210349
44358.5,0.017102
44360.5,0.0138382
44362.5,0.0115635
44365.1,0.00945987
44368.1,0.00774769
44371.7,0.00635542
44375.8,0.00524721
44380.7,0.00430127
44386.5,0.00353803
44393.4,0.00291445
44401.1,0.00244256
44411.3,0.00201712
44423.1,0.0016876
44437.9,0.00141795
44454.8,0.00121295
44477.5,0.00103599
44505.8,8.98752E-4
44539.7,8.0032E-4
44575.7,7.44024E-4
44615.6,7.24074E-4
44651.2,7.48124E-4
44673.9,7.94836E-4
44695.6,8.79857E-4
44710.9,9.82188E-4
44724.2,0.0011223
44735.3,0.00130191
44744.4,0.00152261
44753.1,0.00183487
44759.2,0.00216136
44765.4,0.00263235
44770.6,0.00321166
44774.8,0.00388365
44778.5,0.00472264
44781.5,0.00570677
44784.5,0.00705795
44786.7,0.00851221
44788.6,0.0102131
44790.2,0.0123107
44791.7,0.0149907
44793.0,0.018363
44794.3,0.022872
44795.5,0.0288541
44796.8,0.0370364
44798.0,0.0481065
44799.2,0.0621442
44800.4,0.0801638
44801.8,0.106853
44803.5,0.150406
44806.5,0.2402
44809.3,0.324497
44811.1,0.358824
44813.0,0.372878
44814.9,0.35824
44816.9,0.314863
44822.5,0.148292
44824.1,0.108395
44825.4,0.0822505
44826.6,0.0638092
44827.8,0.0494043
44829.0,0.0384147
44830.2,0.0298852
44831.5,0.0236437
44832.7,0.0190945
44834.0,0.0155401
44835.5,0.0127264
44837.2,0.0104813
44839.2,0.00863769
44841.6,0.00704952
44844.6,0.00574736
44847.7,0.00480098
44851.4,0.00399961
44855.6,0.00336696
44861.1,0.00280749
44866.7,0.00244783
44872.2,0.00222203
44877.6,0.00209986
44883.1,0.00206502
44888.7,0.00213161
44894.4,0.00234599
44898.8,0.00268315
44901.8,0.00307133
44904.2,0.00355875
44906.0,0.00411792
44907.4,0.00481214
44908.7,0.00569466
44909.9,0.00683556
44911.1,0.00847216
44912.0,0.0104388
44913.0,0.0131197
44914.0,0.0165775
44914.9,0.0211402
44916.0,0.0279183
44917.0,0.0363075
44918.2,0.0479736
44919.5,0.0652362
44921.0,0.0912746
44923.6,0.144483
44926.4,0.199274
44928.2,0.223516
44930.0,0.232024
44931.7,0.223807
44933.6,0.197992
44936.8,0.132714
44939.2,0.0860372
44940.8,0.0609946
44942.0,0.0452628
44943.1,0.0339632
44944.1,0.0261362
44945.1,0.0200918
44946.1,0.0158579
44947.1,0.0124016
44948.1,0.00984536
44949.0,0.00796871
44950.2,0.00640187
44951.4,0.00525114
44952.8,0.00435553
44954.4,0.00365018
44956.3,0.00310372
44958.6,0.00263606
44961.5,0.00223313
44965.2,0.00188933
44969.6,0.00160946
44975.6,0.00135592
44980.9,0.00120595
44988.8,0.00105339
44999.4,9.25603E-4
45015.3,8.14742E-4
45034.9,7.40944E-4
45069.9,6.82496E-4
45111.0,6.65627E-4
45158.0,6.7907E-4
45220.7,7.33704E-4
45303.0,8.73865E-4
45352.4,0.00101415
45389.1,0.00117231
45418.0,0.00136147
45440.3,0.00158972
45455.0,0.0018272
45467.3,0.00213872
45476.6,0.00252186
