Energy N
2.5875 0
2.58875 0
2.59 0
2.59125 0
2.5925 0
2.59375 1
2.595 0
2.59625 3
2.5975 1
2.59875 2
2.6 0
2.60125 0
2.6025 0
2.60375 1
2.605 2
2.60625 0
2.6075 0
2.60875 0
2.61 0
2.61125 1
2.6125 2
2.61375 4
2.615 0
2.61625 0
2.6175 0
2.61875 1
2.62 2
2.62125 0
2.6225 0
2.62375 0
2.625 3
2.62625 0
2.6275 1
2.62875 1
2.63 1
2.63125 1
2.6325 1
2.63375 0
2.635 0
2.63625 0
2.6375 0
2.63875 1
2.64 1
2.64125 0
2.6425 0
2.64375 1
2.645 1
2.64625 2
2.6475 0
2.64875 0
2.65 2
2.65125 0
2.6525 0
2.65375 0
2.655 1
2.65625 2
2.6575 0
2.65875 0
2.66 0
2.66125 0
2.6625 0
2.66375 0
2.665 0
2.66625 0
2.6675 1
2.66875 0
2.67 0
2.67125 0
2.6725 0
2.67375 1
2.675 1
2.67625 0
2.6775 2
2.67875 0
2.68 0
2.68125 3
2.6825 1
2.68375 0
2.685 0
2.68625 0
2.6875 0
2.68875 1
2.69 0
2.69125 0
2.6925 0
2.69375 0
2.695 1
2.69625 1
2.6975 1
2.69875 0
2.7 1
2.70125 0
2.7025 0
2.70375 0
2.705 0
2.70625 0
2.7075 0
2.70875 0
2.71 0
2.71125 0
2.7125 0
2.71375 0
2.715 0
2.71625 1
2.7175 2
2.71875 0
2.72 0
2.72125 0
2.7225 1
2.72375 0
2.725 0
2.72625 0
2.7275 1
2.72875 0
2.73 4
2.73125 1
2.7325 0
2.73375 1
2.735 1
2.73625 2
2.7375 0
2.73875 0
2.74 0
2.74125 1
2.7425 2
2.74375 0
2.745 0
2.74625 2
2.7475 0
2.74875 0
2.75 0
2.75125 1
2.7525 0
2.75375 1
2.755 0
2.75625 0
2.7575 0
2.75875 0
2.76 0
2.76125 0
2.7625 0
2.76375 0
2.765 0
2.76625 0
2.7675 2
2.76875 0
2.77 1
2.77125 0
2.7725 0
2.77375 3
2.775 0
2.77625 1
2.7775 1
2.77875 0
2.78 0
2.78125 0
2.7825 1
2.78375 0
2.785 1
2.78625 0
2.7875 0
2.78875 0
2.79 0
2.79125 0
2.7925 0
2.79375 0
2.795 0
2.79625 1
2.7975 0
2.79875 3
2.8 1
2.80125 2
2.8025 0
2.80375 1
2.805 2
2.80625 0
2.8075 0
2.80875 1
2.81 2
2.81125 2
2.8125 0
2.81375 0
2.815 0
2.81625 1
2.8175 2
2.81875 0
2.82 0
2.82125 0
2.8225 0
2.82375 0
2.825 0
2.82625 0
2.8275 1
2.82875 0
2.83 0
2.83125 0
2.8325 0
2.83375 1
2.835 0
2.83625 0
2.8375 0
2.83875 0
2.84 0
2.84125 0
2.8425 0
2.84375 0
2.845 0
2.84625 0
2.8475 0
2.84875 0
2.85 0
2.85125 1
2.8525 0
2.85375 0
2.855 1
2.85625 0
2.8575 0
2.85875 0
2.86 0
2.86125 1
2.8625 0
2.86375 1
2.865 0
2.86625 0
2.8675 0
2.86875 0
2.87 0
2.87125 1
2.8725 0
2.87375 0
2.875 1
2.87625 0
2.8775 0
2.87875 0
2.88 0
2.88125 1
2.8825 1
2.88375 0
2.885 0
2.88625 0
2.8875 0
2.88875 0
2.89 3
2.89125 0
2.8925 0
2.89375 2
2.895 0
2.89625 2
2.8975 0
2.89875 0
2.9 0
2.90125 0
2.9025 0
2.90375 1
2.905 1
2.90625 1
2.9075 1
2.90875 0
2.91 1
2.91125 0
2.9125 0
2.91375 1
2.915 0
2.91625 1
2.9175 0
2.91875 0
2.92 0
2.92125 0
2.9225 0
2.92375 0
2.925 1
2.92625 0
2.9275 4
2.92875 0
2.93 0
2.93125 1
2.9325 0
2.93375 0
2.935 0
2.93625 1
2.9375 0
2.93875 0
2.94 0
2.94125 0
2.9425 1
2.94375 2
2.945 0
2.94625 0
2.9475 0
2.94875 0
2.95 0
2.95125 1
2.9525 0
2.95375 0
2.955 1
2.95625 1
2.9575 1
2.95875 0
2.96 0
2.96125 0
2.9625 0
2.96375 0
2.965 0
2.96625 0
2.9675 0
2.96875 1
2.97 0
2.97125 2
2.9725 0
2.97375 0
2.975 1
2.97625 1
2.9775 1
2.97875 2
2.98 1
2.98125 0
2.9825 0
2.98375 2
2.985 0
2.98625 0
2.9875 0
2.98875 0
2.99 3
2.99125 0
2.9925 0
2.99375 0
2.995 2
2.99625 1
2.9975 2
2.99875 0
3 0
3.00125 0
3.0025 1
3.00375 0
3.005 1
3.00625 0
3.0075 0
3.00875 0
3.01 1
3.01125 3
3.0125 0
3.01375 0
3.015 1
3.01625 0
3.0175 0
3.01875 1
3.02 0
3.02125 0
3.0225 2
3.02375 0
3.025 1
3.02625 1
3.0275 0
3.02875 0
3.03 0
3.03125 0
3.0325 2
3.03375 0
3.035 1
3.03625 1
3.0375 0
3.03875 0
3.04 0
3.04125 2
3.0425 1
3.04375 0
3.045 0
3.04625 2
3.0475 0
3.04875 0
3.05 0
3.05125 0
3.0525 2
3.05375 1
3.055 0
3.05625 0
3.0575 1
3.05875 1
3.06 1
3.06125 1
3.0625 0
3.06375 2
3.065 0
3.06625 0
3.0675 0
3.06875 0
3.07 1
3.07125 0
3.0725 0
3.07375 0
3.075 0
3.07625 1
3.0775 0
3.07875 0
3.08 0
3.08125 0
3.0825 0
3.08375 1
3.085 0
3.08625 0
3.0875 0
3.08875 4
3.09 0
3.09125 3
3.0925 1
3.09375 0
3.095 0
3.09625 1
3.0975 0
3.09875 0
3.1 0
3.10125 0
3.1025 0
3.10375 1
3.105 0
3.10625 0
3.1075 0
3.10875 0
3.11 1
3.11125 1
3.1125 0
3.11375 0
3.115 0
3.11625 3
3.1175 1
3.11875 1
3.12 1
3.12125 0
3.1225 1
3.12375 0
3.125 0
3.12625 1
3.1275 0
3.12875 0
3.13 0
3.13125 0
3.1325 0
3.13375 0
3.135 0
3.13625 0
3.1375 0
3.13875 0
3.14 0
3.14125 0
3.1425 0
3.14375 0
3.145 0
3.14625 0
3.1475 0
3.14875 1
3.15 0
3.15125 0
3.1525 0
3.15375 0
3.155 0
3.15625 0
3.1575 0
3.15875 1
3.16 0
3.16125 0
3.1625 0
3.16375 0
3.165 0
3.16625 0
3.1675 0
3.16875 0
3.17 0
3.17125 0
3.1725 1
3.17375 0
3.175 0
3.17625 0
3.1775 0
3.17875 1
3.18 0
3.18125 0
3.1825 1
3.18375 1
3.185 0
3.18625 0
3.1875 0
3.18875 0
3.19 0
3.19125 0
3.1925 0
3.19375 1
3.195 3
3.19625 0
3.1975 1
3.19875 0
3.2 0
3.20125 2
3.2025 0
3.20375 2
3.205 0
3.20625 0
3.2075 0
3.20875 0
3.21 4
3.21125 0
3.2125 1
3.21375 1
3.215 0
3.21625 0
3.2175 0
3.21875 0
3.22 1
3.22125 0
3.2225 0
3.22375 0
3.225 2
3.22625 0
3.2275 0
3.22875 0
3.23 1
3.23125 0
3.2325 1
3.23375 0
3.235 0
3.23625 0
3.2375 0
3.23875 0
3.24 0
3.24125 0
3.2425 0
3.24375 0
3.245 2
3.24625 0
3.2475 1
3.24875 0
3.25 1
3.25125 0
3.2525 0
3.25375 0
3.255 0
3.25625 0
3.2575 0
3.25875 2
3.26 0
3.26125 1
3.2625 0
3.26375 0
3.265 1
3.26625 0
3.2675 0
3.26875 0
3.27 1
3.27125 0
3.2725 0
3.27375 0
3.275 0
3.27625 0
3.2775 0
3.27875 0
3.28 2
3.28125 1
3.2825 0
3.28375 0
3.285 0
3.28625 0
3.2875 0
3.28875 0
3.29 0
3.29125 1
3.2925 0
3.29375 0
3.295 0
3.29625 0
3.2975 1
3.29875 0
3.3 0
3.30125 0
3.3025 1
3.30375 0
3.305 1
3.30625 0
3.3075 0
3.30875 0
3.31 0
3.31125 2
3.3125 0
3.31375 0
3.315 0
3.31625 0
3.3175 0
3.31875 1
3.32 0
3.32125 2
3.3225 0
3.32375 0
3.325 1
3.32625 3
3.3275 0
3.32875 0
3.33 0
3.33125 0
3.3325 0
3.33375 1
3.335 0
3.33625 0
3.3375 2
3.33875 0
3.34 0
3.34125 0
3.3425 0
3.34375 1
3.345 0
3.34625 0
3.3475 0
3.34875 0
3.35 0
3.35125 0
3.3525 0
3.35375 1
3.355 0
3.35625 0
3.3575 0
3.35875 1
3.36 0
3.36125 1
3.3625 2
3.36375 0
3.365 0
3.36625 1
3.3675 1
3.36875 0
3.37 4
3.37125 1
3.3725 0
3.37375 0
3.375 0
3.37625 2
3.3775 0
3.37875 0
3.38 0
3.38125 0
3.3825 0
3.38375 0
3.385 0
3.38625 1
3.3875 0
3.38875 0
3.39 0
3.39125 2
3.3925 0
3.39375 0
3.395 0
3.39625 0
3.3975 0
3.39875 0
3.4 0
3.40125 0
3.4025 1
3.40375 1
3.405 0
3.40625 0
3.4075 0
3.40875 0
3.41 0
3.41125 0
3.4125 0
3.41375 0
3.415 1
3.41625 0
3.4175 0
3.41875 0
3.42 0
3.42125 2
3.4225 1
3.42375 0
3.425 0
3.42625 0
3.4275 0
3.42875 0
3.43 1
3.43125 0
3.4325 0
3.43375 0
3.435 0
3.43625 1
3.4375 0
3.43875 0
3.44 0
3.44125 0
3.4425 0
3.44375 0
3.445 0
3.44625 0
3.4475 1
3.44875 0
3.45 0
3.45125 0
3.4525 0
3.45375 0
3.455 0
3.45625 0
3.4575 0
3.45875 0
3.46 0
3.46125 1
3.4625 0
3.46375 0
3.465 2
3.46625 0
3.4675 0
3.46875 0
3.47 0
3.47125 0
3.4725 1
3.47375 0
3.475 2
3.47625 0
3.4775 0
3.47875 0
3.48 0
3.48125 0
3.4825 0
3.48375 0
3.485 0
3.48625 0
3.4875 0
3.48875 0
3.49 0
3.49125 0
3.4925 0
3.49375 1
3.495 0
3.49625 0
3.4975 0
3.49875 0
3.5 1
3.50125 0
3.5025 0
3.50375 0
3.505 0
3.50625 0
3.5075 0
3.50875 0
3.51 0
3.51125 0
3.5125 0
3.51375 0
3.515 0
3.51625 1
3.5175 0
3.51875 0
3.52 0
3.52125 0
3.5225 0
3.52375 1
3.525 0
3.52625 1
3.5275 0
3.52875 2
3.53 0
3.53125 0
3.5325 0
3.53375 0
3.535 0
3.53625 0
3.5375 0
3.53875 0
3.54 0
3.54125 0
3.5425 0
3.54375 1
3.545 0
3.54625 0
3.5475 0
3.54875 0
3.55 0
3.55125 0
3.5525 0
3.55375 0
3.555 0
3.55625 0
3.5575 0
3.55875 0
3.56 1
3.56125 0
3.5625 0
3.56375 1
3.565 0
3.56625 0
3.5675 0
3.56875 0
3.57 0
3.57125 0
3.5725 0
3.57375 0
3.575 0
3.57625 1
3.5775 0
3.57875 0
3.58 0
3.58125 1
3.5825 1
3.58375 0
3.585 0
3.58625 0
3.5875 0
3.58875 0
3.59 0
3.59125 0
3.5925 0
3.59375 1
3.595 0
3.59625 0
3.5975 0
3.59875 1
3.6 2
3.60125 0
3.6025 0
3.60375 0
3.605 0
3.60625 0
3.6075 1
3.60875 0
3.61 0
3.61125 2
3.6125 0
3.61375 0
3.615 0
3.61625 0
3.6175 0
3.61875 0
3.62 0
3.62125 0
3.6225 0
3.62375 0
3.625 1
3.62625 1
3.6275 1
3.62875 2
3.63 1
3.63125 1
3.6325 0
3.63375 0
3.635 0
3.63625 0
3.6375 0
3.63875 0
3.64 1
3.64125 0
3.6425 0
3.64375 0
3.645 0
3.64625 0
3.6475 0
3.64875 0
3.65 0
3.65125 0
3.6525 0
3.65375 1
3.655 0
3.65625 1
3.6575 0
3.65875 0
3.66 0
3.66125 1
3.6625 1
3.66375 1
3.665 0
3.66625 0
3.6675 0
3.66875 0
3.67 0
3.67125 0
3.6725 1
3.67375 0
3.675 0
3.67625 0
3.6775 0
3.67875 1
3.68 0
3.68125 0
3.6825 0
3.68375 0
3.685 1
3.68625 0
3.6875 0
3.68875 0
3.69 1
3.69125 0
3.6925 0
3.69375 0
3.695 0
3.69625 0
3.6975 0
3.69875 0
3.7 0
3.70125 0
3.7025 1
3.70375 1
3.705 1
3.70625 0
3.7075 0
3.70875 0
3.71 0
3.71125 0
3.7125 1
3.71375 0
3.715 0
3.71625 0
3.7175 0
3.71875 1
3.72 0
3.72125 0
3.7225 0
3.72375 0
3.725 0
3.72625 1
3.7275 0
3.72875 0
3.73 0
3.73125 0
3.7325 0
3.73375 0
3.735 0
3.73625 0
3.7375 0
3.73875 0
3.74 0
3.74125 0
3.7425 0
3.74375 0
3.745 0
3.74625 0
3.7475 3
3.74875 1
3.75 0
3.75125 0
3.7525 1
3.75375 0
3.755 0
3.75625 0
3.7575 0
3.75875 3
3.76 0
3.76125 1
3.7625 1
3.76375 2
3.765 1
3.76625 0
3.7675 2
3.76875 0
3.77 0
3.77125 0
3.7725 0
3.77375 0
3.775 1
3.77625 0
3.7775 0
3.77875 0
3.78 0
3.78125 0
3.7825 1
3.78375 0
3.785 0
3.78625 0
3.7875 1
3.78875 0
3.79 0
3.79125 0
3.7925 0
3.79375 0
3.795 0
3.79625 0
3.7975 0
3.79875 0
3.8 0
3.80125 1
3.8025 0
3.80375 0
3.805 2
3.80625 1
3.8075 0
3.80875 0
3.81 0
3.81125 0
3.8125 0
3.81375 0
3.815 0
3.81625 0
3.8175 0
3.81875 0
3.82 0
3.82125 0
3.8225 0
3.82375 0
3.825 1
3.82625 0
3.8275 0
3.82875 0
3.83 0
3.83125 0
3.8325 1
3.83375 0
3.835 1
3.83625 0
3.8375 0
3.83875 4
3.84 0
3.84125 0
3.8425 0
3.84375 0
3.845 0
3.84625 0
3.8475 0
3.84875 1
3.85 0
3.85125 0
3.8525 1
3.85375 1
3.855 0
3.85625 1
3.8575 0
3.85875 0
3.86 0
3.86125 0
3.8625 0
3.86375 0
3.865 0
3.86625 0
3.8675 0
3.86875 0
3.87 0
3.87125 0
3.8725 0
3.87375 2
3.875 0
3.87625 3
3.8775 3
3.87875 0
3.88 0
3.88125 0
3.8825 0
3.88375 0
3.885 0
3.88625 0
3.8875 1
3.88875 1
3.89 1
3.89125 0
3.8925 0
3.89375 1
3.895 0
3.89625 0
3.8975 0
3.89875 0
3.9 0
3.90125 0
3.9025 0
3.90375 0
3.905 0
3.90625 0
3.9075 1
3.90875 0
3.91 0
3.91125 2
3.9125 0
3.91375 0
3.915 0
3.91625 0
3.9175 0
3.91875 0
3.92 0
3.92125 0
3.9225 0
3.92375 1
3.925 1
3.92625 0
3.9275 0
3.92875 0
3.93 1
3.93125 0
3.9325 0
3.93375 0
3.935 0
3.93625 0
3.9375 1
3.93875 0
3.94 0
3.94125 2
3.9425 0
3.94375 0
3.945 0
3.94625 0
3.9475 1
3.94875 0
3.95 0
3.95125 0
3.9525 0
3.95375 1
3.955 0
3.95625 0
3.9575 0
3.95875 0
3.96 0
3.96125 0
3.9625 0
3.96375 0
3.965 0
3.96625 0
3.9675 0
3.96875 0
3.97 0
3.97125 0
3.9725 0
3.97375 1
3.975 0
3.97625 0
3.9775 0
3.97875 0
3.98 0
3.98125 0
3.9825 0
3.98375 0
3.985 1
3.98625 2
3.9875 2
3.98875 0
3.99 0
3.99125 0
3.9925 0
3.99375 0
3.995 1
3.99625 0
3.9975 0
3.99875 0
4 0
4.00125 0
4.0025 0
4.00375 1
4.005 1
4.00625 0
4.0075 0
4.00875 0
4.01 0
4.01125 2
4.0125 0
4.01375 0
4.015 0
4.01625 0
4.0175 1
4.01875 0
4.02 0
4.02125 0
4.0225 0
4.02375 0
4.025 0
4.02625 0
4.0275 0
4.02875 0
4.03 0
4.03125 1
4.0325 0
4.03375 1
4.035 0
4.03625 0
4.0375 1
4.03875 0
4.04 0
4.04125 0
4.0425 0
4.04375 0
4.045 0
4.04625 0
4.0475 0
4.04875 0
4.05 0
4.05125 1
4.0525 0
4.05375 0
4.055 0
4.05625 0
4.0575 2
4.05875 0
4.06 0
4.06125 0
4.0625 0
4.06375 0
4.065 0
4.06625 0
4.0675 1
4.06875 0
4.07 0
4.07125 0
4.0725 0
4.07375 0
4.075 0
4.07625 0
4.0775 0
4.07875 0
4.08 1
4.08125 0
4.0825 0
4.08375 0
4.085 0
4.08625 0
4.0875 0
4.08875 0
4.09 0
4.09125 0
4.0925 0
4.09375 1
4.095 0
4.09625 0
4.0975 0
4.09875 0
4.1 1
4.10125 0
4.1025 0
4.10375 0
4.105 0
4.10625 1
4.1075 3
4.10875 0
4.11 0
4.11125 0
4.1125 0
4.11375 1
4.115 0
4.11625 0
4.1175 0
4.11875 0
4.12 0
4.12125 1
4.1225 1
4.12375 0
4.125 0
4.12625 0
4.1275 0
4.12875 0
4.13 0
4.13125 0
4.1325 0
4.13375 2
4.135 0
4.13625 0
4.1375 0
4.13875 0
4.14 0
4.14125 1
4.1425 0
4.14375 0
4.145 0
4.14625 1
4.1475 1
4.14875 0
4.15 0
4.15125 0
4.1525 0
4.15375 0
4.155 0
4.15625 0
4.1575 1
4.15875 2
4.16 0
4.16125 1
4.1625 0
4.16375 0
4.165 0
4.16625 0
4.1675 1
4.16875 0
4.17 0
4.17125 0
4.1725 0
4.17375 0
4.175 1
4.17625 0
4.1775 0
4.17875 0
4.18 1
4.18125 0
4.1825 1
4.18375 1
4.185 1
4.18625 0
4.1875 0
4.18875 0
4.19 0
4.19125 0
4.1925 0
4.19375 1
4.195 0
4.19625 0
4.1975 0
4.19875 0
4.2 0
4.20125 1
4.2025 0
4.20375 0
4.205 0
4.20625 0
4.2075 0
4.20875 0
4.21 0
4.21125 0
4.2125 0
4.21375 0
4.215 0
4.21625 0
4.2175 1
4.21875 1
4.22 1
4.22125 0
4.2225 1
4.22375 0
4.225 0
4.22625 0
4.2275 0
4.22875 0
4.23 1
4.23125 1
4.2325 1
4.23375 0
4.235 1
4.23625 0
4.2375 0
4.23875 0
4.24 0
4.24125 0
4.2425 0
4.24375 0
4.245 0
4.24625 0
4.2475 0
4.24875 1
4.25 0
4.25125 0
4.2525 0
4.25375 1
4.255 0
4.25625 2
4.2575 0
4.25875 0
4.26 1
4.26125 0
4.2625 0
4.26375 0
4.265 0
4.26625 0
4.2675 0
4.26875 0
4.27 0
4.27125 0
4.2725 0
4.27375 0
4.275 0
4.27625 1
4.2775 0
4.27875 0
4.28 0
4.28125 0
4.2825 0
4.28375 0
4.285 0
4.28625 1
4.2875 0
4.28875 1
4.29 0
4.29125 1
4.2925 0
4.29375 0
4.295 0
4.29625 1
4.2975 0
4.29875 0
4.3 0
4.30125 0
4.3025 0
4.30375 0
4.305 1
4.30625 0
4.3075 0
4.30875 0
4.31 0
4.31125 0
4.3125 0
4.31375 0
4.315 0
4.31625 1
4.3175 0
4.31875 0
4.32 0
4.32125 0
4.3225 0
4.32375 0
4.325 0
4.32625 0
4.3275 1
4.32875 0
4.33 0
4.33125 0
4.3325 0
4.33375 0
4.335 1
4.33625 1
4.3375 0
4.33875 0
4.34 0
4.34125 0
4.3425 0
4.34375 0
4.345 0
4.34625 0
4.3475 0
4.34875 0
4.35 0
4.35125 0
4.3525 0
4.35375 0
4.355 0
4.35625 0
4.3575 0
4.35875 0
4.36 0
4.36125 0
4.3625 0
4.36375 0
4.365 1
4.36625 1
4.3675 1
4.36875 0
4.37 0
4.37125 0
4.3725 0
4.37375 0
4.375 0
4.37625 0
4.3775 0
4.37875 0
4.38 0
4.38125 0
4.3825 0
4.38375 0
4.385 2
4.38625 0
4.3875 0
4.38875 0
4.39 0
4.39125 1
4.3925 0
4.39375 0
4.395 0
4.39625 0
4.3975 0
4.39875 0
4.4 0
4.40125 0
4.4025 0
4.40375 0
4.405 0
4.40625 1
4.4075 0
4.40875 0
4.41 0
4.41125 1
4.4125 1
4.41375 0
4.415 0
4.41625 0
4.4175 0
4.41875 0
4.42 1
4.42125 2
4.4225 0
4.42375 0
4.425 0
4.42625 0
4.4275 0
4.42875 1
4.43 0
4.43125 1
4.4325 0
4.43375 0
4.435 0
4.43625 0
4.4375 8
4.43875 1
4.44 0
4.44125 0
4.4425 1
4.44375 0
4.445 0
4.44625 1
4.4475 0
4.44875 0
4.45 0
4.45125 0
4.4525 0
4.45375 0
4.455 0
4.45625 0
4.4575 0
4.45875 0
4.46 0
4.46125 0
4.4625 0
4.46375 0
4.465 0
4.46625 0
4.4675 0
4.46875 0
4.47 1
4.47125 0
4.4725 0
4.47375 0
4.475 0
4.47625 0
4.4775 1
4.47875 0
4.48 1
4.48125 0
4.4825 0
4.48375 0
4.485 1
4.48625 0
4.4875 0
4.48875 0
4.49 0
4.49125 0
4.4925 0
4.49375 0
4.495 0
4.49625 0
4.4975 0
4.49875 1
4.5 1
4.50125 0
4.5025 0
4.50375 0
4.505 0
4.50625 0
4.5075 0
4.50875 2
4.51 0
4.51125 0
4.5125 0
4.51375 0
4.515 0
4.51625 0
4.5175 0
4.51875 0
4.52 0
4.52125 0
4.5225 1
4.52375 0
4.525 1
4.52625 0
4.5275 0
4.52875 0
4.53 2
4.53125 0
4.5325 0
4.53375 0
4.535 0
4.53625 0
4.5375 0
4.53875 0
4.54 0
4.54125 0
4.5425 1
4.54375 0
4.545 0
4.54625 0
4.5475 0
4.54875 0
4.55 1
4.55125 1
4.5525 0
4.55375 0
4.555 1
4.55625 0
4.5575 0
4.55875 0
4.56 0
4.56125 0
4.5625 0
4.56375 0
4.565 0
4.56625 0
4.5675 0
4.56875 0
4.57 0
4.57125 0
4.5725 0
4.57375 0
4.575 0
4.57625 0
4.5775 0
4.57875 0
4.58 1
4.58125 0
4.5825 0
4.58375 0
4.585 0
4.58625 0
4.5875 0
4.58875 0
4.59 0
4.59125 0
4.5925 0
4.59375 0
4.595 0
4.59625 0
4.5975 0
4.59875 0
4.6 1
4.60125 0
4.6025 0
4.60375 0
4.605 0
4.60625 0
4.6075 0
4.60875 0
4.61 0
4.61125 1
4.6125 0
4.61375 0
4.615 0
4.61625 0
4.6175 0
4.61875 0
4.62 0
4.62125 0
4.6225 1
4.62375 0
4.625 1
4.62625 0
4.6275 0
4.62875 0
4.63 0
4.63125 0
4.6325 0
4.63375 0
4.635 1
4.63625 0
4.6375 0
4.63875 1
4.64 0
4.64125 0
4.6425 0
4.64375 0
4.645 0
4.64625 0
4.6475 0
4.64875 0
4.65 0
4.65125 0
4.6525 0
4.65375 1
4.655 0
4.65625 0
4.6575 0
4.65875 0
4.66 0
4.66125 0
4.6625 0
4.66375 0
4.665 0
4.66625 0
4.6675 0
4.66875 0
4.67 0
4.67125 0
4.6725 0
4.67375 0
4.675 2
4.67625 0
4.6775 0
4.67875 0
4.68 0
4.68125 0
4.6825 0
4.68375 0
4.685 0
4.68625 0
4.6875 0
4.68875 0
4.69 0
4.69125 0
4.6925 0
4.69375 0
4.695 0
4.69625 0
4.6975 0
4.69875 0
4.7 0
4.70125 0
4.7025 0
4.70375 1
4.705 1
4.70625 1
4.7075 0
4.70875 0
4.71 0
4.71125 0
4.7125 0
4.71375 0
4.715 0
4.71625 0
4.7175 0
4.71875 0
4.72 0
4.72125 0
4.7225 0
4.72375 0
4.725 0
4.72625 0
4.7275 0
4.72875 0
4.73 0
4.73125 2
4.7325 0
4.73375 1
4.735 0
4.73625 0
4.7375 1
4.73875 0
4.74 0
4.74125 0
4.7425 0
4.74375 1
4.745 0
4.74625 1
4.7475 0
4.74875 0
4.75 0
4.75125 0
4.7525 0
4.75375 0
4.755 0
4.75625 0
4.7575 0
4.75875 0
4.76 0
4.76125 0
4.7625 0
4.76375 0
4.765 0
4.76625 0
4.7675 0
4.76875 0
4.77 0
4.77125 0
4.7725 0
4.77375 0
4.775 1
4.77625 0
4.7775 0
4.77875 1
4.78 0
4.78125 0
4.7825 0
4.78375 0
4.785 0
4.78625 0
4.7875 2
4.78875 0
4.79 0
4.79125 0
4.7925 0
4.79375 0
4.795 0
4.79625 0
4.7975 0
4.79875 0
4.8 0
4.80125 0
4.8025 0
4.80375 0
4.805 0
4.80625 0
4.8075 0
4.80875 1
4.81 0
4.81125 0
4.8125 0
4.81375 0
4.815 0
4.81625 0
4.8175 0
4.81875 0
4.82 0
4.82125 0
4.8225 0
4.82375 2
4.825 0
4.82625 0
4.8275 0
4.82875 0
4.83 0
4.83125 0
4.8325 0
4.83375 0
4.835 0
4.83625 1
4.8375 0
4.83875 0
4.84 0
4.84125 0
4.8425 0
4.84375 0
4.845 0
4.84625 0
4.8475 0
4.84875 0
4.85 0
4.85125 0
4.8525 0
4.85375 0
4.855 0
4.85625 0
4.8575 0
4.85875 0
4.86 0
4.86125 0
4.8625 0
4.86375 1
4.865 0
4.86625 0
4.8675 0
4.86875 0
4.87 0
4.87125 1
4.8725 0
4.87375 0
4.875 0
4.87625 0
4.8775 0
4.87875 2
4.88 0
4.88125 0
4.8825 1
4.88375 0
4.885 0
4.88625 0
4.8875 0
4.88875 0
4.89 0
4.89125 0
4.8925 0
4.89375 3
4.895 0
4.89625 0
4.8975 0
4.89875 0
4.9 0
4.90125 0
4.9025 0
4.90375 0
4.905 0
4.90625 1
4.9075 0
4.90875 0
4.91 0
4.91125 0
4.9125 0
4.91375 0
4.915 0
4.91625 0
4.9175 0
4.91875 0
4.92 0
4.92125 0
4.9225 1
4.92375 1
4.925 1
4.92625 1
4.9275 0
4.92875 0
4.93 0
4.93125 0
4.9325 1
4.93375 0
4.935 0
4.93625 0
4.9375 0
4.93875 0
4.94 1
4.94125 0
4.9425 0
4.94375 0
4.945 0
4.94625 0
4.9475 0
4.94875 0
4.95 0
4.95125 0
4.9525 0
4.95375 0
4.955 0
4.95625 0
4.9575 0
4.95875 1
4.96 0
4.96125 0
4.9625 0
4.96375 0
4.965 0
4.96625 0
4.9675 1
4.96875 0
4.97 0
4.97125 0
4.9725 0
4.97375 0
4.975 0
4.97625 1
4.9775 0
4.97875 1
4.98 1
4.98125 0
4.9825 0
4.98375 0
4.985 0
4.98625 0
4.9875 0
4.98875 0
4.99 0
4.99125 0
4.9925 0
4.99375 0
4.995 0
4.99625 0
4.9975 1
4.99875 0
5 0
5.00125 0
5.0025 0
5.00375 0
5.005 0
5.00625 0
5.0075 0
5.00875 0
5.01 0
5.01125 0
5.0125 0
5.01375 0
5.015 0
5.01625 0
5.0175 0
5.01875 0
5.02 0
5.02125 0
5.0225 0
5.02375 0
5.025 0
5.02625 0
5.0275 0
5.02875 0
5.03 0
5.03125 0
5.0325 0
5.03375 0
5.035 0
5.03625 0
5.0375 0
5.03875 0
5.04 0
5.04125 0
5.0425 0
5.04375 0
5.045 0
5.04625 0
5.0475 0
5.04875 0
5.05 0
5.05125 0
5.0525 0
5.05375 0
5.055 0
5.05625 0
5.0575 0
5.05875 1
5.06 0
5.06125 0
5.0625 0
5.06375 1
5.065 0
5.06625 0
5.0675 0
5.06875 0
5.07 0
5.07125 0
5.0725 0
5.07375 0
5.075 0
5.07625 0
5.0775 0
5.07875 0
5.08 0
5.08125 1
5.0825 1
5.08375 1
5.085 0
5.08625 0
5.0875 0
5.08875 0
5.09 0
5.09125 0
5.0925 1
5.09375 0
5.095 1
5.09625 0
5.0975 0
5.09875 0
5.1 0
5.10125 0
5.1025 0
5.10375 0
5.105 0
5.10625 1
5.1075 0
5.10875 0
5.11 0
5.11125 0
5.1125 0
5.11375 0
5.115 0
5.11625 0
5.1175 1
5.11875 0
5.12 1
5.12125 0
5.1225 0
5.12375 0
5.125 0
5.12625 0
5.1275 0
5.12875 0
5.13 0
5.13125 0
5.1325 0
5.13375 1
5.135 0
5.13625 0
5.1375 0
5.13875 1
5.14 0
5.14125 0
5.1425 0
5.14375 0
5.145 0
5.14625 0
5.1475 0
5.14875 0
5.15 0
5.15125 0
5.1525 0
5.15375 0
5.155 0
5.15625 0
5.1575 0
5.15875 0
5.16 0
5.16125 0
5.1625 1
5.16375 0
5.165 0
5.16625 0
5.1675 0
5.16875 1
5.17 0
5.17125 0
5.1725 0
5.17375 0
5.175 0
5.17625 0
5.1775 0
5.17875 0
